filename,duration_v1,duration_c1,duration_v2,duration,f0_v1_mp,f0_v2_mp,in_v1_mp,in_c1_mp,in_v2_mp,f0_00,f0_05,f0_10,f0_15,f0_20,f0_25,f0_30,f0_35,f0_40,f0_45,f0_50,f0_55,f0_60,f0_65,f0_70,f0_75,f0_80,f0_85,f0_90,f0_95,f0_100,in_00,in_05,in_10,in_15,in_20,in_25,in_30,in_35,in_40,in_45,in_50,in_55,in_60,in_65,in_70,in_75,in_80,in_85,in_90,in_95,in_100
eras_ancho_david,0.07988539605851502,0.09292790970072162,0.06912532230369473,0.2450081246569525,130.30010429374764,59.80452558805996,83.10522559172881,78.00229804629551,78.16112653702986,135.13382334281144,133.5019205678729,131.43002482751672,130.252049725427,130.9579858609192,130.15011626314617,128.8130265287191,130.71137621675385,131.5831778838826,130.90723702185173,130.44172007022647,129.79566045828145,131.33206694437897,131.922565863383,132.964024035656,125.99032533028505,120.59816179438032,60.25140357700858,59.61718107631508,59.399881755385955,59.27552895209904,85.28203923885863,84.53028697167024,83.86124516663872,83.2161649838754,83.28321209098605,84.07038035110348,84.09981046872126,83.11757941490116,82.22440150459806,81.10475225941376,79.18780344424808,76.51782132008822,73.71871695618998,71.47665984689222,70.7410173425127,74.32699373218352,76.85563271862907,78.03234455878489,78.1483549934721,77.92454061190739,77.54790093403396
eras_ancho_lola,0.06154772282438239,0.08454357530821754,0.14473860092766844,0.2942116420725971,199.03012302578833,162.44703348105216,81.10778209197969,76.32755194291337,72.02161227238896,202.07466689743217,200.214405424162,199.08982370919085,197.8316684852356,195.33549436425093,194.52878379559635,194.86195668228467,NA,NA,NA,NA,185.27401260912976,175.3274778971037,166.67200764191406,161.9248519101505,162.4647748882382,161.7218091207762,160.4241091849427,158.64189788185286,158.07668358330605,156.93775535022624,83.10479634546986,82.19335501159966,81.28397808714581,78.3202949833214,74.57993461983581,70.96715645817702,73.21356686752449,75.97331187338366,75.965931909189365,71.05880255177905,67.94075940937564,72.59238732737572,73.0230447866678,72.62639925867364,72.56819246747573,72.05065423799643,71.48511679986153,70.15960763816264,69.32847865387785,68.76423449332741,67.83066411411951
eras_ancho_sergio,0.04210570053515852,0.07819630099386576,0.05135970065277578,0.17860220227001303,142.98047609475637,138.53098747362,82.908628273032,70.89586311918869,80.42321726026417,165.08011708286912,145.84504696525346,145.7041773883516,138.08570855264318,136.59702323873202,130.55046584074097,122.664733139567,115.69183683742824,112.92063042126306,114.05591271826198,NA,NA,NA,NA,155.37697894874395,154.3505254347806,146.27858174535731,138.73425867069872,137.38002442024032,136.5047911352542,135.54293130689192,82.5283233518608,84.36920355394393,83.64913152084209,81.21020668958181,78.98967990648936,75.90827865466939,72.16711381773912,70.40854407500595,70.29589077726217,70.80314370360972,70.76857413425735,69.39829094439297,68.27597668900536,70.70982512664486,75.41374375303207,78.48009349461664,79.90527367528166,80.4072323223739,80.17765989675935,78.80980344459991,77.10629834083062
eras_ancho_txell,0.06968400382708456,0.1339556578423567,0.1089235399627244,0.31932863889693114,182.81088791912143,157.06519749707243,81.09141119564008,62.49570101566022,83.99720655122442,182.92313193597295,182.9741283211206,182.75959073027505,183.07956544569333,180.65229369014105,169.14197601196045,157.80936018001603,159.18279527657356,153.99904230010267,155.67040863559606,NA,NA,NA,NA,167.1625970193048,164.07111706667075,158.55465508555977,156.2480029702215,154.5246026764031,154.09208517598086,151.77637419902064,79.25087737194869,80.92789334730938,81.27994887339698,79.40648803370765,76.93688557032407,73.40415125532935,72.92717227313004,70.13503428343517,64.65360217479719,62.3705253653398,61.58231038819826,60.63500213189421,63.24860494409978,75.6789850486704,80.51654605931442,81.97946524003734,83.47184873849365,84.29630504518364,84.84941183577483,85.09404162881196,85.32224889455854
la_salas_alejandro,0.0919525021741182,0.1155984380652922,0.11703764211899914,0.33050770767407495,136.08366613282098,144.7412582254317,73.42756614844727,62.66722818801203,79.64878718924157,139.2571410962507,138.6822135998749,137.0889283991831,136.3083910886051,137.22191388990288,136.72925400369203,137.0478961113742,137.507553092062,136.70504285570487,165.35864961831297,169.271662934724,NA,174.2462435988525,174.52802513940918,150.89023917962902,148.42025852807737,146.08261600904763,143.37384935494728,142.5357818867409,141.80290682182874,141.5309323742791,72.34305958148313,73.91151784847656,74.17969331617343,73.17135936791256,71.11425369578728,68.28820166061664,64.73808889601358,61.9090268196449,62.6560085431909,62.59411751701039,63.567281518950274,60.90139786210462,57.5385228177003,70.34832657860089,75.72637280521765,78.11828153351021,79.65583036680071,79.81868188227234,78.814723122412,76.78260603442406,74.24662966543801
la_salas_cristina,0.12786714235683871,0.14147002984160872,0.09190559690688216,0.3666839240992376,193.75449050695775,219.04561383956693,82.24442590622296,55.61961444991178,84.27035193806697,217.09181454409287,207.44134541893447,199.5905164055986,194.2332636864154,192.17387701947783,187.7912315519515,187.87911425806217,187.21755726759457,183.27959336719783,NA,NA,NA,NA,NA,NA,NA,227.999654579296,221.49809680118625,218.15949207791544,219.40698428226503,222.49090707098063,85.60888766404565,85.41514431489159,85.15346356211009,83.42402018451854,81.08916571654545,80.20985771190585,76.9859028647477,69.52757661348062,64.86514188049954,66.36491387719235,62.67936772438474,55.128906773653405,49.060446612716056,49.54147574458392,62.93912563170513,79.17973920252733,85.17692634872091,84.85773466557538,83.68524976721368,83.88864536614354,83.56878564959062
la_salas_david,0.08194037709901561,0.1708175056984771,0.07196879681712487,0.3312298841462855,125.24958785935917,149.75895037812657,81.59015953232765,74.49209197493198,78.13332810521729,132.3100050077219,131.06951537553235,127.03704989971064,122.776093822302,119.45681539359724,121.72553372833768,129.7500621873533,128.61568501518707,129.9982598926582,NA,NA,NA,NA,NA,NA,NA,183.17446462292185,151.92867932526465,149.4620838069423,146.59720880535184,143.7035166918357,82.49384896766458,82.63456302372255,81.89466561761623,80.71846401984088,78.526768446768,74.99053377172811,71.91238540413289,74.6957719128371,74.75031169901756,74.07636979765837,74.98331142072654,74.00034794721901,74.84609837246761,75.19438453737857,73.95524158782949,66.94445113422046,74.96908635961435,77.41472230213763,78.19099446659581,77.74205751416127,73.9480914977513
la_salas_lola,0.1161938362149561,0.14547102329274025,0.0814271765600873,0.3481240525967778,177.11114833509535,211.81237030459303,79.44616956487262,67.62977179684688,80.69670861657104,179.64236638259095,177.36531624265913,175.64155087716549,177.03914032525907,176.04606985731436,176.72251799016124,176.43106899503854,172.6761076546226,175.8634831125364,174.7669232425043,165.3250028972022,155.0431954830198,183.81355713146357,188.56487203648427,NA,NA,220.1349693811071,211.4750064444967,211.70908642829656,211.86894381677612,213.0857996731308,83.76838192343723,82.88063171696369,81.3487789200271,80.03527425300749,78.96155159622853,79.1341993281904,76.80910471523835,72.47117704002544,69.8819069187708,68.13077019832915,69.15728279116777,67.42532351273704,64.74909473824997,61.93156620863241,61.195412736828025,71.90855860321227,80.59459820809735,80.86535389765193,80.72140045461856,81.51060326626941,80.80634311759823
la_salas_sergio,0.06571337655013512,0.1121413056344697,0.07535610028303535,0.2603535407883071,126.78776993915407,122.73586902622534,78.87356096763783,72.96036676351068,77.53948214226043,136.04309988155663,132.47584000645813,128.43463457582274,125.88958361390114,126.06782079677495,126.63291781120762,121.7236767304715,NA,NA,NA,NA,NA,NA,97.36279034313418,130.8067684872982,136.1427628019653,128.90167231677987,123.36962935909196,120.00237718889473,118.18952436253257,116.86383865917304,80.03202948237855,81.54903293775997,80.5891254288421,76.94142957484296,74.0688941810552,71.44204315388079,69.28485499184195,72.75569335026103,73.70152074754762,73.4197353198298,72.38253047714225,70.29954662261689,68.3569677501257,67.17590268204155,73.29006161876536,76.45216040230953,77.40070290814931,77.54781242749677,77.39991239486784,75.94619236556525,73.56889603784128
la_salas_txell,0.11007449391723478,0.13670541986495277,0.14003428560841755,0.3938048174518812,179.67509868563968,185.7304911898657,81.7555566171208,65.64079092360178,81.05523167192936,184.49355272826855,182.05911301187277,180.80948802510272,179.38687418710867,178.30553668141607,178.29240455674554,177.17804888134032,177.936669342561,180.9772430032452,183.6778559355604,NA,NA,NA,227.1524704299898,199.6730896479454,191.3514453651771,187.23028621616135,184.29611752004496,182.6271062986118,180.99641038368267,179.22999825008168,80.94861134704283,82.66154328954842,83.5134155041843,81.03524669911107,78.8502031900958,76.09018333344214,69.559090074537,66.92507647682214,66.81231399634636,65.8984141668472,64.6560584911967,65.50018105565259,62.52499344768539,73.03973843677059,78.11755213330791,80.76106428112095,81.39810457177282,80.4675989932722,81.88393757584343,82.41744698312657,80.96511680499238
las_alas_alejandro,0.08826425841622032,0.10174537273172124,0.12350866715880816,0.3228508738748279,126.2094470605603,137.42940205043166,78.75776061267743,61.92465904401774,79.5869355180154,132.84710683849568,129.96533096413242,126.78220974763823,126.40225071634676,126.25239108190284,126.02580269406552,125.4309417019019,125.65238515400442,NA,NA,NA,NA,NA,150.97295882047698,145.45478381131397,140.71783414279366,137.971112949968,135.98476646624448,134.92604013199963,134.20461348196383,132.9451112693674,74.9582629251499,75.3425754609728,77.39466714792553,78.72881439853607,75.54432115164884,71.64582801839421,66.83735778228485,66.1702904859788,64.32176015935846,61.9206597314725,63.06784038100206,60.06717655896762,72.13382190724565,78.40671834760818,79.5704290457008,80.41305492491378,79.80141710420484,79.75218141490488,80.37559228136598,79.42404837909064,77.86726180762997
las_alas_cristina,0.08141817646508878,0.1213585903317134,0.08827444395688572,0.29824763589316733,188.5998953679617,212.3452447480001,79.79657374883095,72.7597843673209,83.64732283116372,191.74602763337865,189.68381701289064,189.15193547250132,188.23283041365065,189.14430412593464,188.679356502773,183.4680480061053,NA,NA,NA,NA,NA,NA,75.43392930089986,63.51883519162168,210.3086294969124,209.83306016479992,212.2214957583145,215.1923596984975,219.15682102831263,218.7458706423869,NA,83.17852015120242,81.94521168427805,79.04176885001365,78.26140461997007,76.39002233319151,75.36828667900357,74.81057452626796,73.42920421408415,74.52196094203565,69.89185270046116,63.90183424517471,67.20761566101085,72.66061652806441,80.16240883214519,83.50134448129437,83.51158460717014,83.71416242284508,82.49150705712802,82.48478837090602,79.78027574518369
las_alas_david,0.06046327633543284,0.11610701615137466,0.05389118108158144,0.23265217198633945,106.96444573874987,113.16950534950436,77.59031383533144,73.51934473489094,81.2897498235141,112.1760986106056,107.52206044372336,107.42839216793168,106.69700152302394,105.9641185715144,104.88522909420377,104.18650713747132,108.96494538419256,108.8865653615974,NA,NA,NA,NA,NA,NA,NA,136.32341416185596,120.3576482663278,109.08912324839147,100.03547049163676,95.38697822076044,79.01186845301444,78.49273365843743,78.02335238688762,77.26132635523156,76.01270006001057,73.86642759401721,71.90756527182192,72.1096639081744,73.32870626663511,73.57500610024879,73.57045742202874,73.50712358789946,73.64135223307854,71.96284698057778,69.9755934842941,75.00931622155645,78.95289626613778,80.8694085519158,81.24475608230257,80.83099150774947,79.98439771781295
